"","iliad.txt","odyssey.txt"
"rain",19,0
"rainbow",2,0
"raind",2,0
"raini",1,0
"rais",141,0
"raisd",1,0
"raisin",1,0
"ralli",7,0
"ram",17,0
"rambl",1,0
"ramp",1,0
"rampart",18,0
"rampir",3,0
"ran",28,0
"rancour",2,0
"rang",31,0
"ranger",1,0
"rank",90,0
"rankd",4,0
"ranker",1,0
"rankl",1,0
"ransom",13,0
"ransomd",1,0
"rapaci",1,0
"rape",1,0
"raphelingius",1,0
"rapid",41,0
"rapin",5,0
"rapt",5,0
"raptur",4,0
"rare",7,0
"rarest",1,0
"rascal",3,0
"rash",35,0
"rate",15,0
"rather",51,0
"ratifi",4,0
"rattl",16,0
"ravag",6,0
"rave",6,0
"raven",5,0
"ravish",2,0
"ravishd",9,0
"raw",5,0
"ray",31,0
"raze",13,0
"reach",141,0
"reachd",19,0
"read",47,0
"readabl",5,0
"reader",42,0
"readgreek",1,0
"readi",60,0
"readiest",1,0
"readili",3,0
"real",12,0
"realis",4,0
"realiti",8,0
"realiz",2,0
"realli",18,0
"realm",51,0
"reap",3,0
"reapd",1,0
"reaper",4,0
"reappear",1,0
"rear",36,0
"reard",10,0
"rearrang",1,0
"reason",63,0
"rebat",1,0
"rebel",4,0
"rebelld",1,0
"rebelli",2,0
"rebellion",3,0
"rebellow",5,0
"rebelwar",1,0
"rebound",5,0
"rebuk",9,0
"recal",12,0
"recalld",3,0
"recast",1,0
"reced",10,0
"receipt",4,0
"receiv",121,0
"recens",1,0
"recent",8,0
"recept",2,0
"recess",5,0
"recit",18,0
"reckless",4,0
"reckon",7,0
"reclaim",4,0
"reclin",16,0
"recogn",5,0
"recognis",16,0
"recollect",5,0
"recommend",4,0
"recompens",3,0
"reconcil",7,0
"reconcili",2,0
"reconnoitr",4,0
"reconstruct",1,0
"record",7,0
"recount",3,0
"recoup",1,0
"recov",5,0
"recoverd",1,0
"recreant",2,0
"recruit",2,0
"recur",1,0
"recurr",1,0
"red",41,0
"redden",5,0
"redeem",5,0
"redeemd",4,0
"redempt",2,0
"redhiss",1,0
"redistribut",10,0
"redoubl",6,0
"redoubt",6,0
"redound",1,0
"redress",3,0
"redressd",2,0
"reduc",6,0
"reduct",1,0
"redund",3,0
"reecho",5,0
"reed",6,0
"reek",21,0
"reel",5,0
"reeld",1,0
"reembark",1,0
"reenter",1,0
"refect",1,0
"refer",35,0
"refin",6,0
"refit",1,0
"reflect",22,0
"refluent",1,0
"refractori",1,0
"refrain",6,0
"refraind",1,0
"refresh",13,0
"refreshd",3,0
"refug",3,0
"refulg",36,0
"refund",21,0
"refus",30,0
"refut",1,0
"regain",7,0
"regaind",2,0
"regal",5,0
"regard",47,0
"regardeth",1,0
"regardless",4,0
"regent",1,0
"regi",1,0
"region",21,0
"regist",4,0
"regret",5,0
"regul",3,0
"regular",10,0
"reign",56,0
"reignd",4,0
"rein",50,0
"reind",4,0
"reinspir",2,0
"reject",14,0
"rejoic",27,0
"rejoin",2,0
"rejoind",16,0
"rekindl",5,0
"relat",17,0
"relax",3,0
"relaxd",2,0
"releas",7,0
"relent",5,0
"relentless",9,0
"reli",1,0
"relic",18,0
"relief",11,0
"reliefal",1,0
"reliev",12,0
"religi",6,0
"religion",7,0
"reluct",5,0
"remain",116,0
"remaind",7,0
"remark",31,0
"remedi",4,0
"rememb",30,0
"remembr",4,0
"remind",6,0
"remiss",2,0
"remit",1,0
"remnant",1,0
"remodel",1,0
"remonstr",2,0
"remors",1,0
"remot",13,0
"remotest",7,0
"remount",2,0
"remov",31,0
"remurmur",2,0
"remurmurd",1,0
"renam",3,0
"rend",36,0
"render",15,0
"renew",25,0
"renewd",3,0
"rennel",1,0
"renounc",5,0
"renov",1,0
"renown",21,0
"renownd",36,0
"rent",14,0
"rep",2,0
"repaid",4,0
"repair",21,0
"repast",16,0
"repay",8,0
"repeat",20,0
"repel",13,0
"repelld",9,0
"repent",5,0
"repetit",6,0
"repin",3,0
"replac",14,0
"replenish",1,0
"repli",158,0
"repondr",1,0
"report",10,0
"repos",11,0
"repres",15,0
"represent",4,0
"repress",3,0
"repressd",4,0
"repriev",1,0
"reprimand",2,0
"reprint",2,0
"repris",1,0
"reproach",23,0
"reprob",1,0
"reproduc",1,0
"reproof",5,0
"reprov",3,0
"reptil",1,0
"republican",1,0
"repugn",1,0
"repuls",19,0
"repulsd",1,0
"reput",9,0
"request",15,0
"requir",39,0
"requiresit",1,0
"requisit",2,0
"requit",6,0
"rescu",15,0
"research",4,0
"resembl",8,0
"resent",16,0
"reserv",7,0
"resid",4,0
"resign",26,0
"resignd",21,0
"resin",1,0
"resist",13,0
"resistless",18,0
"resolut",2,0
"resolv",31,0
"resort",1,0
"resound",69,0
"resourc",1,0
"respect",62,0
"respir",3,0
"respit",5,0
"resplend",4,0
"respons",2,0
"rest",174,0
"restclass",1,0
"restingplac",1,0
"restiv",1,0
"restless",6,0
"restor",54,0
"restord",1,0
"restrain",23,0
"restraind",8,0
"restrict",4,0
"result",11,0
"resum",12,0
"resumedth",1,0
"retain",8,0
"retard",2,0
"retent",1,0
"retir",78,0
"retird",1,0
"retort",3,0
"retreat",23,0
"retribut",1,0
"retributionmur",1,0
"retriev",3,0
"return",229,0
"returnd",28,0
"returndauster",1,0
"returnst",1,0
"reus",4,0
"rev",1,0
"reveal",11,0
"reveald",9,0
"revealdhear",1,0
"revel",3,0
"reveng",64,0
"revengeif",1,0
"revenu",3,0
"rever",24,0
"reverber",1,0
"reverend",32,0
"reverenti",1,0
"revers",5,0
"revert",2,0
"review",8,0
"revil",5,0
"revis",2,0
"reviv",5,0
"revolt",1,0
"revolut",1,0
"revolv",15,0
"reward",22,0
"rhadamanth",1,0
"rhadamanthus",2,0
"rhapsod",4,0
"rhapsodi",3,0
"rhea",1,0
"rheithron",1,0
"rhena",1,0
"rhesus",15,0
"rhetor",1,0
"rhexenor",2,0
"rhigma",1,0
"rhode",4,0
"rhodian",3,0
"rhodius",1,0
"rhyme",1,0
"rhytion",1,0
"rib",2,0
"ribald",1,0
"ribbd",1,0
"rich",101,0
"richard",1,0
"richest",6,0
"rid",2,0
"riddl",1,0
"ride",11,0
"ridg",1,0
"ridicul",4,0
"riduc",1,0
"rifl",2,0
"rig",1,0
"right",120,0
"righteous",9,0
"rigid",3,0
"rigor",1,0
"rill",11,0
"rim",6,0
"rime",1,0
"rinaldo",2,0
"ring",44,0
"ringlead",2,0
"ringlet",3,0
"riot",1,0
"rip",3,0
"ripe",4,0
"ripen",4,0
"ripend",2,0
"riposo",1,0
"rippd",1,0
"rippl",1,0
"rise",219,0
"risen",3,0
"riserba",1,0
"risk",2,0
"rite",51,0
"rival",28,0
"rivalryit",1,0
"riven",2,0
"river",72,0
"riverhood",1,0
"rivet",2,0
"road",26,0
"roam",5,0
"roar",63,0
"roard",3,0
"roast",12,0
"rob",15,0
"robbd",5,0
"robber",4,0
"robberi",1,0
"robbst",1,0
"robe",11,0
"robertson",3,0
"rock",112,0
"rocki",17,0
"rod",2,0
"rode",6,0
"roe",1,0
"roll",108,0
"rolld",42,0
"roman",8,0
"romanc",3,0
"romulus",1,0
"roof",25,0
"roofbeam",1,0
"room",85,0
"root",23,0
"rope",9,0
"rosco",1,0
"rose",77,0
"roseat",2,0
"rosi",12,0
"rosyfing",21,0
"rosyfingerd",1,0
"rot",3,0
"rott",1,0
"rotunda",1,0
"rough",30,0
"roughftey",1,0
"round",335,0
"roundor",1,0
"rous",35,0
"rout",21,0
"rove",3,0
"rover",2,0
"row",31,0
"rower",1,0
"royal",41,0
"royalti",11,0
"rub",2,0
"rubbish",1,0
"ruccazzu",2,0
"rudder",8,0
"ruddi",5,0
"rude",8,0
"rudiment",1,0
"rue",3,0
"rueful",1,0
"ruffl",3,0
"rug",18,0
"rugiad",1,0
"ruin",70,0
"ruind",3,0
"rule",69,0
"ruler",16,0
"rumbl",1,0
"rumin",1,0
"rumour",4,0
"run",93,0
"rung",17,0
"runner",3,0
"rural",4,0
"rush",92,0
"rushd",35,0
"rustic",5,0
"rustl",6,0
"ruthless",7,0
"sabl",44,0
"sack",23,0
"sackd",2,0
"sackfor",1,0
"sacr",150,0
"sacred",1,0
"sacrif",17,0
"sacrific",66,0
"sacrifici",3,0
"sad",110,0
"sadden",1,0
"saddend",3,0
"sadder",3,0
"safe",83,0
"safeguard",1,0
"safer",3,0
"safest",2,0
"safeti",25,0
"saffron",3,0
"saga",1,0
"sagac",2,0
"sagaci",1,0
"sage",46,0
"sai",1,0
"said",694,0
"saidnew",1,0
"sail",120,0
"saild",3,0
"sailor",18,0
"saint",1,0
"sake",14,0
"salami",2,0
"salaminian",1,0
"salinasa",1,0
"salinasth",1,0
"salli",3,0
"salmoneus",1,0
"salon",1,0
"salt",22,0
"salubri",1,0
"salut",10,0
"samatian",1,0
"same",1,0
"samewarrior",1,0
"samian",1,0
"samo",6,0
"samothracia",1,0
"sampl",1,0
"samuel",3,0
"sanctifi",1,0
"sanction",7,0
"sanctuari",1,0
"sand",47,0
"sandal",18,0
"sandi",15,0
"sang",12,0
"sangar",2,0
"sangarius",1,0
"sangui",1,0
"sanguign",1,0
"sanguin",14,0
"sank",12,0
"santa",1,0
"sap",1,0
"sappd",1,0
"saracen",1,0
"sarcast",1,0
"sarcasticmean",1,0
"sardinia",1,0
"sardinian",1,0
"sarpedon",38,0
"sat",104,0
"satan",1,0
"sate",11,0
"satiat",3,0
"satieti",1,0
"satir",1,0
"satisfact",11,0
"satisfactori",3,0
"satisfactorili",1,0
"satisfi",15,0
"satnio",3,0
"satnius",1,0
"satur",2,0
"saturn",16,0
"saturnia",15,0
"saturnius",4,0
"savag",37,0
"save",99,0
"saviour",1,0
"savour",2,0
"savouri",3,0
"saw",191,0
"sawn",2,0
"sawst",1,0
"saxo",1,0
"say",299,0
"sayand",4,0
"saysi",1,0
"scabbard",1,0
"scaea",3,0
"scaean",14,0
"scald",3,0
"scale",25,0
"scali",3,0
"scalig",2,0
"scamand",30,0
"scamandrius",2,0
"scamandro",1,0
"scamper",2,0
"scan",3,0
"scandal",9,0
"scandalis",1,0
"scannd",1,0
"scantl",1,0
"scape",9,0
"scar",11,0
"scarc",57,0
"scare",5,0
"scarf",3,0
"scarph",1,0
"scatter",26,0
"scatterd",29,0
"scene",78,0
"scent",3,0
"sceptic",8,0
"sceptr",32,0
"sceptrebear",1,0
"schedius",3,0
"scheme",18,0
"schemer",1,0
"scheria",9,0
"schlegel",2,0
"schoeno",1,0
"schol",2,0
"scholar",5,0
"scholast",3,0
"scholasticis",1,0
"scholia",1,0
"scholo",1,0
"school",6,0
"schoolfellow",1,0
"schroeder",1,0
"schweigh",1,0
"scienc",4,0
"scienza",1,0
"scion",1,0
"scipio",1,0
"scof",1,0
"scold",11,0
"scoopd",1,0
"scorch",3,0
"scorchd",3,0
"score",3,0
"scorn",25,0
"scornd",3,0
"scotland",1,0
"scott",4,0
"scoundrel",3,0
"scour",6,0
"scourg",14,0
"scout",6,0
"scowl",4,0
"scrap",1,0
"scrapbook",1,0
"scratch",1,0
"scream",10,0
"screen",1,0
"screend",5,0
"scriptur",2,0
"scroll",1,0
"scrub",1,0
"scrupl",1,0
"scrupul",1,0
"scrupuleus",1,0
"scud",1,0
"sculptor",1,0
"sculptur",4,0
"scylla",22,0
"scyro",3,0
"scyth",1,0
"sdegni",1,0
"sea",271,0
"seabeat",4,0
"seacoast",1,0
"seacrow",1,0
"seafar",3,0
"seagirt",4,0
"seagod",4,0
"seagreen",2,0
"seagul",5,0
"seahors",1,0
"seak",1,0
"seal",27,0
"seald",7,0
"sealshalosydn",1,0
"seamean",1,0
"seamen",1,0
"seanymph",1,0
"seaon",1,0
"search",21,0
"searchd",1,0
"seashor",9,0
"seasid",1,0
"season",15,0
"seat",156,0
"seatear",1,0
"seaward",1,0
"seawat",2,0
"seawe",1,0
"secess",2,0
"second",49,0
"secondari",1,0
"secondr",1,0
"secret",45,0
"secretari",1,0
"section",30,0
"secur",45,0
"sedat",5,0
"sedgi",1,0
"sedit",1,0
"seduc",4,0
"see",489,0
"seeand",1,0
"seed",10,0
"seek",58,0
"seekst",1,0
"seem",129,0
"seemd",25,0
"seemst",1,0
"seen",83,0
"seentheseus",1,0
"seer",16,0
"seest",4,0
"seeth",3,0
"seipso",1,0
"seiz",84,0
"seldom",3,0
"select",17,0
"self",23,0
"selfclos",1,0
"selfconfid",1,0
"selfish",1,0
"selfmov",1,0
"selfopend",1,0
"selfsam",4,0
"sell",10,0
"selli",1,0
"selv",1,0
"semblanc",2,0
"semidivin",1,0
"senat",6,0
"send",148,0
"seneca",2,0
"senior",5,0
"sens",58,0
"senseless",4,0
"sensibl",17,0
"sent",164,0
"sentenc",15,0
"sentiment",10,0
"sentinel",1,0
"separ",15,0
"septemb",2,0
"sepulchr",3,0
"sepultur",1,0
"seq",11,0
"sequel",3,0
"sequesterd",1,0
"seraph",1,0
"seren",4,0
"sergestus",1,0
"seri",4,0
"serious",10,0
"serpent",8,0
"serv",34,0
"servant",120,0
"servic",21,0
"servil",7,0
"servitud",1,0
"servius",1,0
"sesamus",1,0
"sesto",1,0
"set",225,0
"sete",1,0
"settl",26,0
"settlement",1,0
"seul",1,0
"seven",29,0
"sevenfold",7,0
"seventeenth",2,0
"seventh",11,0
"sever",48,0
"severd",3,0
"sex",5,0
"sextus",1,0
"shabbi",5,0
"shade",136,0
"shadi",17,0
"shadiest",1,0
"shadow",4,0
"shadowgiv",1,0
"shadowi",3,0
"shaft",34,0
"shaggi",6,0
"shake",93,0
"shaken",1,0
"shakesper",3,0
"shakest",1,0
"shakspear",1,0
"shall",728,0
"shallow",2,0
"shalt",17,0
"shambl",1,0
"shame",68,0
"shamefac",3,0
"shameless",4,0
"shape",28,0
"share",92,0
"sharp",15,0
"sharpen",4,0
"sharpend",3,0
"sharper",2,0
"sharpest",3,0
"sharpli",1,0
"sharptoothd",1,0
"shatterd",7,0
"shave",1,0
"sheath",20,0
"sheathd",4,0
"sheav",4,0
"shed",52,0
"sheep",75,0
"sheepeven",1,0
"sheephook",1,0
"sheepskin",4,0
"sheepsteal",2,0
"sheer",11,0
"sheet",10,0
"shegoat",1,0
"shei",1,0
"shelter",13,0
"shelterd",1,0
"shelv",3,0
"shepherd",31,0
"shepherdswain",1,0
"shew",5,0
"shi",2,0
"shield",190,0
"shift",12,0
"shifti",2,0
"shine",131,0
"shing",1,0
"shingl",1,0
"ship",450,0
"shipa",1,0
"shipboard",1,0
"shipnot",1,0
"shipwhich",1,0
"shipwreck",3,0
"shipwreckd",1,0
"shipwright",4,0
"shirk",1,0
"shirt",43,0
"shirtprob",1,0
"shiver",3,0
"shiverd",2,0
"shoal",2,0
"shock",22,0
"shockd",1,0
"shod",1,0
"shoe",1,0
"shone",14,0
"shoo",2,0
"shook",59,0
"shoot",34,0
"shooter",1,0
"shore",240,0
"shorn",2,0
"short",75,0
"shorten",1,0
"shortend",2,0
"shorter",2,0
"shortliv",5,0
"shortpant",1,0
"shot",33,0
"shoulder",92,0
"shoulderblad",2,0
"shouldernot",1,0
"shouldst",4,0
"shouldto",1,0
"shour",1,0
"shout",79,0
"shovel",4,0
"show",110,0
"showd",9,0
"shower",29,0
"showerd",2,0
"showeri",3,0
"shown",24,0
"shrewd",2,0
"shriek",7,0
"shrift",3,0
"shrill",8,0
"shrillest",1,0
"shrine",5,0
"shrink",3,0
"shroud",10,0
"shrub",4,0
"shrunk",4,0
"shudder",4,0
"shun",32,0
"shunnd",10,0
"shut",17,0
"shuttl",3,0
"shuttlecock",1,0
"sian",1,0
"sican",2,0
"sicania",1,0
"sicel",5,0
"sician",1,0
"sicili",13,0
"sicilian",2,0
"sick",9,0
"sicken",1,0
"sickend",1,0
"sickl",2,0
"side",234,0
"sidea",1,0
"sidethirlwal",1,0
"sideway",1,0
"sidewind",1,0
"sidon",2,0
"sidonia",1,0
"sidonian",5,0
"sieg",6,0
"sift",1,0
"sigaeum",1,0
"sigh",45,0
"sighd",2,0
"sight",114,0
"sightless",1,0
"sign",100,0
"signal",21,0
"signd",2,0
"signif",1,0
"signifi",3,0
"signific",2,0
"signor",1,0
"signst",1,0
"silenc",46,0
"silent",47,0
"silius",2,0
"silken",3,0
"silli",3,0
"silver",105,0
"silverfoot",10,0
"silveri",2,0
"silvershaft",1,0
"silverstud",1,0
"simar",1,0
"simil",7,0
"similar",8,0
"simoi",16,0
"simoisius",4,0
"simonid",3,0
"simpl",7,0
"simplemind",1,0
"simpler",1,0
"simplest",2,0
"simpleton",2,0
"simpli",3,0
"simplic",7,0
"simultan",1,0
"sin",4,0
"sinai",1,0
"sinc",92,0
"sincer",4,0
"sinecur",1,0
"sinecurist",1,0
"sinew",3,0
"sinewi",2,0
"sing",66,0
"singl",74,0
"singlehand",3,0
"singlehandedi",1,0
"singsand",1,0
"singular",9,0
"sinist",1,0
"sink",60,0
"sinner",1,0
"sinon",1,0
"sinthian",2,0
"sintian",1,0
"sipyluss",1,0
"sir",50,0
"sire",132,0
"siren",13,0
"sirethi",1,0
"sirian",1,0
"sirius",2,0
"sister",33,0
"sisterwif",1,0
"sisyphus",2,0
"sit",102,0
"site",14,0
"siteseem",1,0
"situat",9,0
"siu",1,0
"six",24,0
"sixteen",4,0
"sixteenth",1,0
"sixth",5,0
"sixti",6,0
"size",12,0
"sketch",3,0
"skewer",3,0
"skil",18,0
"skill",35,0
"skilld",29,0
"skim",3,0
"skimmd",1,0
"skin",27,0
"skina",1,0
"skirmish",1,0
"skulk",2,0
"skull",2,0
"sky",228,0
"skyveri",1,0
"slack",2,0
"slacken",1,0
"slackend",2,0
"slain",178,0
"slaughter",73,0
"slaughterd",32,0
"slaughteryou",1,0
"slave",34,0
"slaveri",1,0
"slavish",1,0
"slay",6,0
"slayer",2,0
"sleek",1,0
"sleep",155,0
"sleepless",3,0
"sleepmilton",1,0
"sleeppenelop",1,0
"sleepst",3,0
"sleev",1,0
"sleight",1,0
"slender",2,0
"slept",18,0
"slew",42,0
"sli",2,0
"slice",1,0
"slid",1,0
"slidder",1,0
"slide",3,0
"slight",13,0
"slimi",2,0
"sling",4,0
"slinger",1,0
"slip",4,0
"slipperi",7,0
"slope",2,0
"slot",1,0
"sloth",7,0
"sloven",1,0
"slow",42,0
"slowli",9,0
"slowmov",3,0
"sluic",1,0
"sluici",2,0
"slumber",23,0
"slumberd",3,0
"slung",2,0
"slut",2,0
"small",31,0
"smaller",5,0
"smallest",1,0
"smart",11,0
"smartest",1,0
"smartlook",1,0
"smash",1,0
"smear",1,0
"smeard",2,0
"smell",7,0
"smile",46,0
"sminthean",2,0
"smintheus",2,0
"smintho",1,0
"smirch",2,0
"smit",3,0
"smite",3,0
"smith",2,0
"smithi",2,0
"smoke",68,0
"smoki",5,0
"smooth",17,0
"smoothd",2,0
"smoothglid",1,0
"smote",14,0
"smother",1,0
"smyrna",4,0
"smyth",1,0
"snake",4,0
"snap",2,0
"snare",3,0
"snatch",23,0
"snatchd",20,0
"sneez",2,0
"snort",2,0
"snow",20,0
"snowi",20,0
"snuff",3,0
"soar",4,0
"soard",2,0
"sob",6,0
"sobbd",1,0
"sober",3,0
"socal",1,0
"social",9,0
"societi",7,0
"socket",2,0
"socrat",5,0
"socrati",1,0
"socus",3,0
"soeer",1,0
"soever",1,0
"soft",79,0
"soften",7,0
"softend",3,0
"softer",4,0
"softest",2,0
"softtrickl",1,0
"soheaven",1,0
"soil",26,0
"soild",2,0
"sol",1,0
"solac",2,0
"solar",1,0
"sold",9,0
"soldier",24,0
"sole",10,0
"solemn",50,0
"solemnitiescoleridg",1,0
"solicit",7,0
"solid",28,0
"solitari",2,0
"solitud",1,0
"solon",4,0
"solv",1,0
"solymaean",3,0
"solymi",1,0
"somebodi",5,0
"someon",1,0
"someth",62,0
"somethinga",1,0
"somethingeven",1,0
"sometim",22,0
"somewhat",7,0
"somewher",8,0
"somno",1,0
"somnus",2,0
"son",756,0
"song",36,0
"songand",1,0
"soni",1,0
"soninlaw",4,0
"sonor",1,0
"sonthen",1,0
"sonza",1,0
"soon",168,0
"sooner",5,0
"soonest",1,0
"soot",3,0
"sooth",8,0
"soothsay",1,0
"sooti",1,0
"sophocl",4,0
"sophoi",1,0
"sordid",2,0
"sore",12,0
"soror",1,0
"sorri",16,0
"sorrisi",1,0
"sorrow",121,0
"sorrowd",5,0
"sorrowstream",1,0
"sort",27,0
"sospir",1,0
"sothat",1,0
"sought",46,0
"soul",192,0
"soulard",1,0
"sound",135,0
"sounder",1,0
"sour",5,0
"sourc",23,0
"sous",1,0
"south",16,0
"southern",2,0
"sovereign",29,0
"sow",3,0
"space",45,0
"spacious",21,0
"spade",1,0
"spake",14,0
"span",3,0
"spangl",2,0
"spare",47,0
"sparkl",15,0
"sparta",17,0
"spartan",36,0
"spat",1,0
"spatterd",1,0
"speak",129,0
"speaker",6,0
"spear",241,0
"spearstand",1,0
"speci",2,0
"special",7,0
"specif",2,0
"specifi",4,0
"speckl",1,0
"spectacl",3,0
"spectat",3,0
"spectr",3,0
"sped",14,0
"speech",48,0
"speechless",3,0
"speed",52,0
"speedi",7,0
"spell",2,0
"spellproof",1,0
"spelt",1,0
"spend",4,0
"spent",16,0
"spera",1,0
"sperchius",3,0
"sphere",4,0
"sphodrotaeto",1,0
"spi",15,0
"spiki",1,0
"spilt",4,0
"spin",6,0
"spinal",1,0
"spindl",2,0
"spinster",1,0
"spio",1,0
"spire",10,0
"spiri",1,0
"spirit",75,0
"spiritless",1,0
"spiritstir",1,0
"spit",15,0
"spite",25,0
"spleen",3,0
"splendid",13,0
"splendour",14,0
"splinterd",1,0
"split",2,0
"spoil",74,0
"spoild",2,0
"spoileven",1,0
"spoke",242,0
"spoken",15,0
"spoketh",2,0
"spong",5,0
"spontan",4,0
"sport",17,0
"sporteven",1,0
"sportiv",2,0
"sportsmenwho",1,0
"spot",17,0
"spotless",3,0
"spous",21,0
"spout",6,0
"sprang",20,0
"sprawl",1,0
"spray",4,0
"spread",135,0
"spreadst",1,0
"sprig",1,0
"spright",6,0
"spring",71,0
"springst",1,0
"springtim",1,0
"sprinkl",16,0
"sprung",47,0
"spun",4,0
"spung",2,0
"spurious",1,0
"spurn",5,0
"spurnd",1,0
"sputter",2,0
"sqq",15,0
"squadron",36,0
"squalid",1,0
"squall",2,0
"squalli",1,0
"squar",3,0
"squat",1,0
"squeal",4,0
"squeamish",1,0
"squint",1,0
"squir",10,0
"sta",1,0
"stabbd",1,0
"stabl",2,0
"staff",13,0
"stag",6,0
"stage",2,0
"stagger",5,0
"staid",11,0
"stain",14,0
"staind",7,0
"stair",1,0
"staircas",3,0
"stake",4,0
"stale",1,0
"stalk",12,0
"stalkd",8,0
"stall",11,0
"stallion",1,0
"stalwart",1,0
"stamp",4,0
"stanch",1,0
"stanchd",1,0
"stand",272,0
"standard",3,0
"standerbi",1,0
"standst",1,0
"stanhop",1,0
"stanza",1,0
"star",25,0
"stare",3,0
"starrd",2,0
"starri",18,0
"start",45,0
"startl",6,0
"starv",7,0
"state",136,0
"statement",8,0
"statesman",1,0
"station",19,0
"statist",1,0
"statius",2,0
"statiuss",1,0
"statu",1,0
"statur",8,0
"status",8,0
"stay",148,0
"stayd",17,0
"stead",1,0
"steadi",5,0
"steadili",5,0
"steak",1,0
"steal",5,0
"stealth",4,0
"steam",5,0
"stedfast",4,0
"steed",166,0
"steedswhat",1,0
"steel",52,0
"steeld",4,0
"steeli",9,0
"steep",22,0
"steepd",4,0
"steepi",3,0
"steer",12,0
"steersman",1,0
"steersmen",2,0
"stell",1,0
"stellata",1,0
"stem",2,0
"stemmd",2,0
"stench",1,0
"stentor",3,0
"step",44,0
"stepdam",1,0
"stephana",1,0
"stephanus",1,0
"steppd",3,0
"stern",116,0
"stesichorus",1,0
"steward",2,0
"sthenelaus",1,0
"sthenelus",11,0
"stheneluss",1,0
"stichius",3,0
"stick",9,0
"stiff",14,0
"stiffen",2,0
"stiffend",1,0
"still",352,0
"stilld",2,0
"stillreviv",1,0
"stillrevolv",1,0
"stimul",1,0
"sting",4,0
"stint",1,0
"stipend",1,0
"stir",12,0
"stirl",1,0
"stirrd",1,0
"stitch",3,0
"stock",3,0
"stockman",15,0
"stockth",1,0
"stole",4,0
"stolen",4,0
"stomach",1,0
"stone",75,0
"stoneswher",1,0
"stoni",5,0
"stood",202,0
"stoodst",2,0
"stool",5,0
"stoolpenelop",1,0
"stoop",23,0
"stoopd",8,0
"stop",40,0
"stoppag",1,0
"stoppd",20,0
"stopsso",1,0
"store",51,0
"storehous",1,0
"storeroom",8,0
"stori",53,0
"storm",50,0
"stormd",6,0
"stormi",7,0
"stormwind",1,0
"storymeanwhil",1,0
"storyth",1,0
"stout",5,0
"stouter",2,0
"stoutest",1,0
"stow",5,0
"stowd",3,0
"strabo",4,0
"straggl",3,0
"straight",43,0
"straighten",1,0
"straighter",1,0
"straightforward",1,0
"strain",18,0
"straind",2,0
"strainer",1,0
"strait",11,0
"straitend",4,0
"straitendparadis",1,0
"strand",20,0
"strang",10,0
"stranger",125,0
"strangl",2,0
"strap",7,0
"stratagem",9,0
"strati",1,0
"stratius",2,0
"strauss",1,0
"straw",2,0
"strawbuilt",1,0
"stray",5,0
"strayd",1,0
"streak",1,0
"streakd",2,0
"stream",95,0
"streamd",3,0
"streami",3,0
"streatham",1,0
"street",12,0
"strength",111,0
"strengthconf",1,0
"strengthen",8,0
"strengthend",4,0
"strenuous",1,0
"stress",1,0
"stretch",36,0
"stretchd",49,0
"stretcheth",1,0
"strew",5,0
"strewd",1,0
"stricken",1,0
"strict",10,0
"strictest",1,0
"stride",13,0
"strife",32,0
"strike",34,0
"striker",1,0
"string",43,0
"strip",13,0
"stripl",1,0
"strippd",5,0
"stript",1,0
"strive",16,0
"striven",1,0
"strivst",2,0
"strode",11,0
"stroke",41,0
"stromboli",1,0
"strong",142,0
"stronger",20,0
"strongest",13,0
"stronghold",1,0
"strook",5,0
"strove",12,0
"strow",6,0
"strowd",2,0
"struck",67,0
"structur",13,0
"struggl",5,0
"strung",10,0
"stuart",1,0
"stubbl",3,0
"stubborn",12,0
"stuck",10,0
"stud",9,0
"student",3,0
"studi",11,0
"studious",7,0
"stuf",1,0
"stuff",1,0
"stumbl",2,0
"stump",1,0
"stun",2,0
"stung",13,0
"stunnd",3,0
"stupend",3,0
"stupid",6,0
"sturdi",8,0
"stye",4,0
"stygian",7,0
"style",18,0
"stymphelus",1,0
"styptic",1,0
"styrian",1,0
"styx",5,0
"styxand",1,0
"sub",1,0
"subdirectori",1,0
"subdu",11,0
"subject",47,0
"subjug",1,0
"sublim",10,0
"submiss",10,0
"submit",16,0
"subordin",1,0
"subscrib",3,0
"subscript",1,0
"subsequ",7,0
"subsid",5,0
"subsist",5,0
"substanc",12,0
"substant",1,0
"substanti",6,0
"substitut",2,0
"subtartarean",1,0
"subterfug",2,0
"subtl",3,0
"subtleti",3,0
"subtletyif",1,0
"suburb",1,0
"subvert",1,0
"succeed",55,0
"success",40,0
"successless",2,0
"succinct",1,0
"succiso",1,0
"succour",19,0
"suck",12,0
"suckd",1,0
"sucker",2,0
"suckl",1,0
"sudden",65,0
"sue",12,0
"suffer",65,0
"sufferd",3,0
"suffereth",1,0
"suffic",14,0
"suffici",20,0
"suffrag",2,0
"suggest",28,0
"suicid",1,0
"suit",24,0
"suitabl",5,0
"suitor",252,0
"suitorstelemachus",1,0
"suitorsth",2,0
"sullen",10,0
"sulphur",6,0
"sultri",3,0
"sum",7,0
"summari",1,0
"summarili",1,0
"summer",14,0
"summit",19,0
"summon",12,0
"summond",4,0
"sumptuous",3,0
"sun",122,0
"sunbeam",1,0
"sunder",1,0
"sundown",4,0
"sundri",1,0
"sung",7,0
"sungod",11,0
"sungodseven",1,0
"sunium",1,0
"sunk",42,0
